datetime,datetime,random,year,month,day,sazonal,timeSeries
2022-01-03 10:00:00,2022-01-03 10:00:00,0.35751841072584567,2022,1,3,0.999188959963349,10.349408010359335
2022-01-03 11:00:00,2022-01-03 11:00:00,0.7416871934480795,2022,1,3,0.9991607559178031,10.73329475262611
2022-01-03 12:00:00,2022-01-03 12:00:00,0.3979575729461122,2022,1,3,0.9991320700239181,10.389278273185294
2022-01-03 13:00:00,2022-01-03 13:00:00,0.09672512354721086,2022,1,3,0.9991029022955281,10.087754146502492
2022-01-03 14:00:00,2022-01-03 14:00:00,0.6596243620795731,2022,1,3,0.9990732527466991,10.650356889546563
2022-01-03 15:00:00,2022-01-03 15:00:00,0.8131609776275237,2022,1,3,0.9990431213917298,10.803592191544821
2022-01-03 16:00:00,2022-01-03 16:00:00,0.2872042565856975,2022,1,3,0.9990125082451511,10.277329339037209
2022-01-03 17:00:00,2022-01-03 17:00:00,0.1993179192317418,2022,1,3,0.9989814133217262,10.189132052449004
2022-01-03 18:00:00,2022-01-03 18:00:00,0.44308559104032985,2022,1,3,0.9989498366364509,10.432583957404837
2022-01-03 19:00:00,2022-01-03 19:00:00,0.7606710330905156,2022,1,3,0.998917778204553,10.749848815136046
2022-01-03 20:00:00,2022-01-03 20:00:00,0.013206673888927378,2022,1,3,0.9988852380414929,10.002059054303857
2022-01-03 21:00:00,2022-01-03 21:00:00,0.792721191724675,2022,1,3,0.998852216162963,10.781243353354306
2022-01-03 22:00:00,2022-01-03 22:00:00,0.7163291887709425,2022,1,3,0.9988187125848885,10.704516314619827
2022-01-03 23:00:00,2022-01-03 23:00:00,0.5418142397925321,2022,1,3,0.9987847273234264,10.529661513026795
2022-01-04 00:00:00,2022-01-04 00:00:00,0.12678574660975173,2022,1,4,0.9987502603949663,10.114288350559415
2022-01-04 01:00:00,2022-01-04 01:00:00,0.7194547212549084,2022,1,4,0.9987153118161298,10.706607839416208
2022-01-04 02:00:00,2022-01-04 02:00:00,0.9693127706412887,2022,1,4,0.9986798816037711,10.956111586678999
2022-01-04 03:00:00,2022-01-04 03:00:00,0.50595599879632,2022,1,4,0.9986439697749765,10.492395696546085
2022-01-04 04:00:00,2022-01-04 04:00:00,0.9228390500289504,2022,1,4,0.9986075763470647,10.908914813499596
2022-01-04 05:00:00,2022-01-04 05:00:00,0.4182130244028889,2022,1,4,0.9985707013375863,10.403920037778752
2022-01-04 06:00:00,2022-01-04 06:00:00,0.9122144751685447,2022,1,4,0.9985333447643246,10.89754792281179
2022-01-04 07:00:00,2022-01-04 07:00:00,0.015543465194926331,2022,1,4,0.9984955066452949,10.000498531647876
2022-01-04 08:00:00,2022-01-04 08:00:00,0.1752342519688035,2022,1,4,0.9984571869987445,10.159806121956247
2022-01-04 09:00:00,2022-01-04 09:00:00,0.28495494594464277,2022,1,4,0.9984183858431536,10.269138804376178
2022-01-04 10:00:00,2022-01-04 10:00:00,0.20403318395116188,2022,1,4,0.9983791031972338,10.1878242159235
2022-01-04 11:00:00,2022-01-04 11:00:00,0.739200677893823,2022,1,4,0.9983393390799294,10.722594068693118
2022-01-04 12:00:00,2022-01-04 12:00:00,0.2840265342146857,2022,1,4,0.9982990935104169,10.267017469318855
2022-01-04 13:00:00,2022-01-04 13:00:00,0.9649246631684841,2022,1,4,0.9982583665081046,10.94750832824953
2022-01-04 14:00:00,2022-01-04 14:00:00,0.2731828251162174,2022,1,4,0.9982171580926334,10.255354406042551
2022-01-04 15:00:00,2022-01-04 15:00:00,0.39929308184790935,2022,1,4,0.9981754682838762,10.381047764686672
2022-01-04 16:00:00,2022-01-04 16:00:00,0.40580697141832556,2022,1,4,0.9981332971019379,10.387139942437704
2022-01-04 17:00:00,2022-01-04 17:00:00,0.6843098608939765,2022,1,4,0.9980906445671558,10.665216306565535
2022-01-04 18:00:00,2022-01-04 18:00:00,0.3756981577465901,2022,1,4,0.9980475107000991,10.356173264747582
2022-01-04 19:00:00,2022-01-04 19:00:00,0.7023549499424476,2022,1,4,0.9980038955215694,10.682393905158142
2022-01-04 20:00:00,2022-01-04 20:00:00,0.40220036737432296,2022,1,4,0.9979597990526001,10.381798357900324
2022-01-04 21:00:00,2022-01-04 21:00:00,0.6490143766240477,2022,1,4,0.9979152213144571,10.628166589768618
2022-01-04 22:00:00,2022-01-04 22:00:00,0.2585509814699374,2022,1,4,0.9978701623286378,10.237252604756316
2022-01-04 23:00:00,2022-01-04 23:00:00,0.48499352922483063,2022,1,4,0.9978246221168723,10.463239750393553
2022-01-05 00:00:00,2022-01-05 00:00:00,0.898246249218163,2022,1,5,0.9977786007011223,10.876032256229387
2022-01-05 01:00:00,2022-01-05 01:00:00,0.7236350793630569,2022,1,5,0.997732098103582,10.700956060398877
2022-01-05 02:00:00,2022-01-05 02:00:00,0.4008388554682133,2022,1,5,0.9976851143466773,10.377689998934986
2022-01-05 03:00:00,2022-01-05 03:00:00,0.18210914809333822,2022,1,5,0.9976376494530662,10.158485642624001
2022-01-05 04:00:00,2022-01-05 04:00:00,0.599963558046022,2022,1,5,0.9975897034456389,10.575860592502412
2022-01-05 05:00:00,2022-01-05 05:00:00,0.4823706440641342,2022,1,5,0.9975412763475174,10.45778340753931
2022-01-05 06:00:00,2022-01-05 06:00:00,0.36625534286638306,2022,1,5,0.997492368182056,10.341179024686943
2022-01-05 07:00:00,2022-01-05 07:00:00,0.13438127040995174,2022,1,5,0.9974429789728406,10.108811060138358
2022-01-05 08:00:00,2022-01-05 08:00:00,0.5930868793944601,2022,1,5,0.9973931087436895,10.567017966831356
2022-01-05 09:00:00,2022-01-05 09:00:00,0.8282259776079125,2022,1,5,0.9973427575186525,10.801653552794438
2022-01-05 10:00:00,2022-01-05 10:00:00,0.6998287237332373,2022,1,5,0.9972919253220119,10.672747976953357
2022-01-05 11:00:00,2022-01-05 11:00:00,0.15392371958445383,2022,1,5,0.9972406121782815,10.126329841367268
2022-01-05 12:00:00,2022-01-05 12:00:00,0.7112380895841528,2022,1,5,0.9971888181122075,10.683126270706229
2022-01-05 13:00:00,2022-01-05 13:00:00,0.869648847111419,2022,1,5,0.9971365431487673,10.841014278599092
2022-01-05 14:00:00,2022-01-05 14:00:00,0.9632968758034314,2022,1,5,0.997083787313171,10.934134748935142
2022-01-05 15:00:00,2022-01-05 15:00:00,0.9174695966014115,2022,1,5,0.9970305506308603,10.887775102910016
2022-01-05 16:00:00,2022-01-05 16:00:00,0.7013466466496887,2022,1,5,0.9969768331275085,10.671114977924775
2022-01-05 17:00:00,2022-01-05 17:00:00,0.7694413012043007,2022,1,5,0.9969226348290212,10.738667649494513
2022-01-05 18:00:00,2022-01-05 18:00:00,0.0441087977814717,2022,1,5,0.9968679557615356,10.012788355396829
2022-01-05 19:00:00,2022-01-05 19:00:00,0.3406644958590952,2022,1,5,0.996812795951421,10.308792455373304
2022-01-05 20:00:00,2022-01-05 20:00:00,0.1742123109350816,2022,1,5,0.9967571554252782,10.141783865187863
2022-01-05 21:00:00,2022-01-05 21:00:00,0.16303265605035067,2022,1,5,0.9967010342099402,10.130042998149753
2022-01-05 22:00:00,2022-01-05 22:00:00,0.36623710429542766,2022,1,5,0.9966444323324715,10.332681427620143
2022-01-05 23:00:00,2022-01-05 23:00:00,0.46850801647454354,2022,1,5,0.9965873498201685,10.434381514676229
2022-01-06 00:00:00,2022-01-06 00:00:00,0.9234644061215599,2022,1,6,0.9965297867005595,10.888762273127155
2022-01-06 01:00:00,2022-01-06 01:00:00,0.581862961340955,2022,1,6,0.9964717430014044,10.546580391354999
2022-01-06 02:00:00,2022-01-06 02:00:00,0.2518097215727447,2022,1,6,0.9964132187506951,10.215941909079696
2022-01-06 03:00:00,2022-01-06 03:00:00,0.4507287359208161,2022,1,6,0.996354213976655,10.414270875687366
2022-01-06 04:00:00,2022-01-06 04:00:00,0.6774136132879861,2022,1,6,0.9962947287077394,10.64036090036538
2022-01-06 05:00:00,2022-01-06 05:00:00,0.17132447527708228,2022,1,6,0.9962347629726351,10.133672105003434
2022-01-06 06:00:00,2022-01-06 06:00:00,0.4450113509091579,2022,1,6,0.996174316800261,10.406754518911768
2022-01-06 07:00:00,2022-01-06 07:00:00,0.35317214555105203,2022,1,6,0.9961133902197672,10.314306047748724
2022-01-06 08:00:00,2022-01-06 08:00:00,0.9426133492173246,2022,1,6,0.9960519832605359,10.903133181822684
2022-01-06 09:00:00,2022-01-06 09:00:00,0.5263147327661372,2022,1,6,0.9959900959521808,10.486215692287944
2022-01-06 10:00:00,2022-01-06 10:00:00,0.4976448099454702,2022,1,6,0.9959277283245471,10.456922093190942
2022-01-06 11:00:00,2022-01-06 11:00:00,0.16956054557628353,2022,1,6,0.9958648804077119,10.128209349653403
2022-01-06 12:00:00,2022-01-06 12:00:00,0.25602613335234403,2022,1,6,0.9958015522319837,10.214041655672181
2022-01-06 13:00:00,2022-01-06 13:00:00,0.2811098828215014,2022,1,6,0.9957377438279029,10.23848732110053
2022-01-06 14:00:00,2022-01-06 14:00:00,0.9836081876865104,2022,1,6,0.9956734552262411,10.940342739948921
2022-01-06 15:00:00,2022-01-06 15:00:00,0.41511127142699467,2022,1,6,0.9956086864580017,10.371198136007012
2022-01-06 16:00:00,2022-01-06 16:00:00,0.9353990041216382,2022,1,6,0.9955434375544198,10.890833379665835
2022-01-06 17:00:00,2022-01-06 17:00:00,0.022133746701310297,2022,1,6,0.9954777085469617,9.976910832170928
2022-01-06 18:00:00,2022-01-06 18:00:00,0.8030410346678837,2022,1,6,0.9954114994673254,10.757156029341138
2022-01-06 19:00:00,2022-01-06 19:00:00,0.07945112893464024,2022,1,6,0.9953448103474407,10.032899232409047
2022-01-06 20:00:00,2022-01-06 20:00:00,0.8573063060910922,2022,1,6,0.9952776412194684,10.810082718285775
2022-01-06 21:00:00,2022-01-06 21:00:00,0.06536983600329072,2022,1,6,0.995209992115801,10.0174697571613
2022-01-06 22:00:00,2022-01-06 22:00:00,0.11670748762589023,2022,1,6,0.9951418630690625,10.068126118316515
2022-01-06 23:00:00,2022-01-06 23:00:00,0.32086890138744684,2022,1,6,0.9950732541121086,10.271601442508533
2022-01-07 00:00:00,2022-01-07 00:00:00,0.1638182337673325,2022,1,7,0.9950041652780258,10.11385988654759
2022-01-07 01:00:00,2022-01-07 01:00:00,0.08096392166130129,2022,1,7,0.9949345966001326,10.030309887662627
2022-01-07 02:00:00,2022-01-07 02:00:00,0.46807014288840243,2022,1,7,0.9948645481119787,10.416715624008189
2022-01-07 03:00:00,2022-01-07 03:00:00,0.9792069331042034,2022,1,7,0.9947940198473452,10.927147131577655
2022-01-07 04:00:00,2022-01-07 04:00:00,0.7598102862152779,2022,1,7,0.9947230118402446,10.707040404617723
2022-01-07 05:00:00,2022-01-07 05:00:00,0.9821227600695924,2022,1,7,0.9946515241249206,10.928638001318799
2022-01-07 06:00:00,2022-01-07 06:00:00,0.15455706626098287,2022,1,7,0.9945795567358485,10.100352633619469
2022-01-07 07:00:00,2022-01-07 07:00:00,0.2275211696534043,2022,1,7,0.9945071097077347,10.172592266730751
2022-01-07 08:00:00,2022-01-07 08:00:00,0.8196513011935412,2022,1,7,0.9944341830755171,10.763993131948713
2022-01-07 09:00:00,2022-01-07 09:00:00,0.28668498724804514,2022,1,7,0.9943607768743647,10.230292755991691
2022-01-07 10:00:00,2022-01-07 10:00:00,0.9701107925185062,2022,1,7,0.994286891139678,10.912979703915287
2022-01-07 11:00:00,2022-01-07 11:00:00,0.30571778483637513,2022,1,7,0.9942125259070885,10.24784304390726
2022-01-07 12:00:00,2022-01-07 12:00:00,0.5342143615010418,2022,1,7,0.994137681212459,10.47559117362563
2022-01-07 13:00:00,2022-01-07 13:00:00,0.158059850414627,2022,1,7,0.9940623570918838,10.098683421333465
2022-01-07 14:00:00,2022-01-07 14:00:00,0.8328695842637757,2022,1,7,0.9939865535816881,10.772735120080657
2022-01-07 15:00:00,2022-01-07 15:00:00,0.41778546449529785,2022,1,7,0.9939102707184282,10.35688817167958
2022-01-07 16:00:00,2022-01-07 16:00:00,0.9549598865563594,2022,1,7,0.993833508538892,10.893294971945279
2022-01-07 17:00:00,2022-01-07 17:00:00,0.44710604439164503,2022,1,7,0.993756267080098,10.384668715192626
2022-01-07 18:00:00,2022-01-07 18:00:00,0.28754768564357447,2022,1,7,0.9936785463792964,10.224333149436537
2022-01-07 19:00:00,2022-01-07 19:00:00,0.6360067686627321,2022,1,7,0.9936003464739682,10.572010233402414
2022-01-07 20:00:00,2022-01-07 20:00:00,0.7661660808979808,2022,1,7,0.9935216674018256,10.701382754916235
2022-01-07 21:00:00,2022-01-07 21:00:00,0.35877751582279993,2022,1,7,0.9934425092008116,10.293202607830915
2022-01-07 22:00:00,2022-01-07 22:00:00,0.4415939282127458,2022,1,7,0.9933628719091006,10.375222647303751
2022-01-07 23:00:00,2022-01-07 23:00:00,0.6295107710232141,2022,1,7,0.9932827555650979,10.562338326674194
2022-01-08 00:00:00,2022-01-08 00:00:00,0.2234330855462099,2022,1,8,0.99320216020744,10.15545468762061
2022-01-08 01:00:00,2022-01-08 01:00:00,0.5718422142681846,2022,1,8,0.9931210858749941,10.503053073018126
2022-01-08 02:00:00,2022-01-08 02:00:00,0.8130017835819097,2022,1,8,0.9930395326068586,10.743397109650497
2022-01-08 03:00:00,2022-01-08 03:00:00,0.3738624093370515,2022,1,8,0.9929575004423629,10.303437413760681
2022-01-08 04:00:00,2022-01-08 04:00:00,0.26519377788832876,2022,1,8,0.992874989421067,10.193943672098998
2022-01-08 05:00:00,2022-01-08 05:00:00,0.5276053934854454,2022,1,8,0.9927919995827623,10.455525389313067
2022-01-08 06:00:00,2022-01-08 06:00:00,0.6898989465598254,2022,1,8,0.9927085309674709,10.616984256234534
2022-01-08 07:00:00,2022-01-08 07:00:00,0.9139282082482325,2022,1,8,0.9926245836154458,10.84017404440269
2022-01-08 08:00:00,2022-01-08 08:00:00,0.5894553925821163,2022,1,8,0.9925401575671708,10.514856968253826
2022-01-08 09:00:00,2022-01-08 09:00:00,0.33006981077542796,2022,1,8,0.9924552528633608,10.254622339409035
2022-01-08 10:00:00,2022-01-08 10:00:00,0.6765546811320701,2022,1,8,0.992369869544961,10.600253376581678
2022-01-08 11:00:00,2022-01-08 11:00:00,0.8370046726406866,2022,1,8,0.9922840076531481,10.759844749172167
2022-01-08 12:00:00,2022-01-08 12:00:00,0.8124274913073308,2022,1,8,0.992197667229329,10.73440416360062
2022-01-08 13:00:00,2022-01-08 13:00:00,0.06634073774614802,2022,1,8,0.992110848315142,9.987449220897567
2022-01-08 14:00:00,2022-01-08 14:00:00,0.6216966881869838,2022,1,8,0.9920235509524553,10.541932197711535
2022-01-08 15:00:00,2022-01-08 15:00:00,0.966582773554812,2022,1,8,0.9919357751833687,10.885940525388499
2022-01-08 16:00:00,2022-01-08 16:00:00,0.2618398540686604,2022,1,8,0.9918475210502122,10.180315064570785
2022-01-08 17:00:00,2022-01-08 17:00:00,0.8974822563043637,2022,1,8,0.9917587885955467,10.815070142259831
2022-01-08 18:00:00,2022-01-08 18:00:00,0.6745746827728775,2022,1,8,0.9916695778621636,10.591270461394513
2022-01-08 19:00:00,2022-01-08 19:00:00,0.1313703758823388,2022,1,8,0.991579888893085,10.047169264813189
2022-01-08 20:00:00,2022-01-08 20:00:00,0.034450456306358124,2022,1,8,0.9914897217315638,9.949347673621995
2022-01-08 21:00:00,2022-01-08 21:00:00,0.41505125924711794,2022,1,8,0.9913990764210834,10.329042023457951
2022-01-08 22:00:00,2022-01-08 22:00:00,0.06031101001840067,2022,1,8,0.9913079530053578,9.973390540071978
2022-01-08 23:00:00,2022-01-08 23:00:00,0.5787824682875636,2022,1,8,0.9912163515283313,10.490945983570876
2022-01-09 00:00:00,2022-01-09 00:00:00,0.20075001888736743,2022,1,9,0.9911242720341794,10.111992739229162
2022-01-09 01:00:00,2022-01-09 01:00:00,0.9036616546701512,2022,1,9,0.9910317145673073,10.813978800343223
2022-01-09 02:00:00,2022-01-09 02:00:00,0.5924961051309111,2022,1,9,0.9909386791723515,10.501882896854426
2022-01-09 03:00:00,2022-01-09 03:00:00,0.5666625653042331,2022,1,9,0.9908451658941783,10.475114224246015
2022-01-09 04:00:00,2022-01-09 04:00:00,0.2447093900051912,2022,1,9,0.9907511747778849,10.15222113778404
2022-01-09 05:00:00,2022-01-09 05:00:00,0.4524996459159819,2022,1,9,0.9906567058687987,10.359066704603968
2022-01-09 06:00:00,2022-01-09 06:00:00,0.09523539107446377,2022,1,9,0.9905617592124779,10.000852983199243
2022-01-09 07:00:00,2022-01-09 07:00:00,0.31824755795066406,2022,1,9,0.9904663348547105,10.22291090649777
2022-01-09 08:00:00,2022-01-09 08:00:00,0.7197613054587487,2022,1,9,0.9903704328415154,10.623465633873902
2022-01-09 09:00:00,2022-01-09 09:00:00,0.8238142562230454,2022,1,9,0.9902740532191414,10.72655478841446
2022-01-09 10:00:00,2022-01-09 10:00:00,0.304542843993976,2022,1,9,0.9901771960340682,10.206314804334658
2022-01-09 11:00:00,2022-01-09 11:00:00,0.3599325178597854,2022,1,9,0.9900798613330053,10.26073113118984
2022-01-09 12:00:00,2022-01-09 12:00:00,0.7342800971102266,2022,1,9,0.9899820491628926,10.634100588739152
2022-01-09 13:00:00,2022-01-09 13:00:00,0.45951625918078065,2022,1,9,0.9898837595709004,10.358353854889785
2022-01-09 14:00:00,2022-01-09 14:00:00,0.004980309789128223,2022,1,9,0.989784992604429,9.902830235833417
2022-01-09 15:00:00,2022-01-09 15:00:00,0.8384654676675377,2022,1,9,0.9896857483111093,10.735322950778631
2022-01-09 16:00:00,2022-01-09 16:00:00,0.8238550236568168,2022,1,9,0.9895860267388021,10.719715291044839
2022-01-09 17:00:00,2022-01-09 17:00:00,0.5071498937717583,2022,1,9,0.9894858279355984,10.402008173127742
2022-01-09 18:00:00,2022-01-09 18:00:00,0.6068789786898522,2022,1,9,0.9893851519498194,10.500730498188046
2022-01-09 19:00:00,2022-01-09 19:00:00,0.11577423396463238,2022,1,9,0.9892839988300164,10.008614222264796
2022-01-09 20:00:00,2022-01-09 20:00:00,0.6042651882383527,2022,1,9,0.9891823686249708,10.496088874488061
2022-01-09 21:00:00,2022-01-09 21:00:00,0.9964622443083097,2022,1,9,0.989080261383694,10.88726485814525
2022-01-09 22:00:00,2022-01-09 22:00:00,0.23209085946691288,2022,1,9,0.9889776771554276,10.121867631021189
2022-01-09 23:00:00,2022-01-09 23:00:00,0.32988446114626835,2022,1,9,0.9888746159896432,10.2186306210427
2022-01-10 00:00:00,2022-01-10 00:00:00,0.8081577593778727,2022,1,10,0.9887710779360422,10.695868538738294
2022-01-10 01:00:00,2022-01-10 01:00:00,0.28779840881315677,2022,1,10,0.9886670630445564,10.174469039258721
2022-01-10 02:00:00,2022-01-10 02:00:00,0.6667516552050607,2022,1,10,0.9885625713653472,10.552377368858533
2022-01-10 03:00:00,2022-01-10 03:00:00,0.7648845642519403,2022,1,10,0.9884576029488059,10.649460593739999
2022-01-10 04:00:00,2022-01-10 04:00:00,0.4839447367383257,2022,1,10,0.9883521578455541,10.367466315193868
2022-01-10 05:00:00,2022-01-10 05:00:00,0.2721492104118084,2022,1,10,0.9882462361064427,10.154611571476234
2022-01-10 06:00:00,2022-01-10 06:00:00,0.005390402628642099,2022,1,10,0.988139837782553,9.886788780454172
2022-01-10 07:00:00,2022-01-10 07:00:00,0.8560138348846319,2022,1,10,0.9880329629251958,10.73634346413659
2022-01-10 08:00:00,2022-01-10 08:00:00,0.3268115648790483,2022,1,10,0.987925611585912,10.206067680738167
2022-01-10 09:00:00,2022-01-10 09:00:00,0.34595253030607487,2022,1,10,0.9878177838164719,10.224130368470794
2022-01-10 10:00:00,2022-01-10 10:00:00,0.9397839349189374,2022,1,10,0.987709479668876,10.816878731607698
2022-01-10 11:00:00,2022-01-10 11:00:00,0.5087808082731704,2022,1,10,0.9876006991953541,10.384787800226713
2022-01-10 12:00:00,2022-01-10 12:00:00,0.38040984706507963,2022,1,10,0.9874914424483661,10.25532427154874
2022-01-10 13:00:00,2022-01-10 13:00:00,0.482310449474633,2022,1,10,0.9873817094806012,10.356127544280646
2022-01-10 14:00:00,2022-01-10 14:00:00,0.11475120941670536,2022,1,10,0.9872715003449786,9.98746621286649
2022-01-10 15:00:00,2022-01-10 15:00:00,0.4969441363478605,2022,1,10,0.9871608150946469,10.36855228729433
2022-01-10 16:00:00,2022-01-10 16:00:00,0.8429078049421794,2022,1,10,0.9870496537829845,10.713404342772023
2022-01-10 17:00:00,2022-01-10 17:00:00,0.8065342550107505,2022,1,10,0.9869380164635992,10.675914419646743
2022-01-10 18:00:00,2022-01-10 18:00:00,0.4529552343250619,2022,1,10,0.9868259031903286,10.321214266228347
2022-01-10 19:00:00,2022-01-10 19:00:00,0.11360498454348711,2022,1,10,0.9867133140172395,9.980738124715883
2022-01-10 20:00:00,2022-01-10 20:00:00,0.17382502671577282,2022,1,10,0.9866002489986284,10.039827516702058
